file,pass,score,violations
docs/archive/prompt-versions/v23.md,False,0,"missing alias for if: keep this long alias while preserving python grammar | original keyword used: if | missing alias for for: no, use exact python original grammer | original keyword used: for | missing alias for in: use this token exactly for keyword mapping | python parse failed after normalization: expected '(' (<unknown>, line 6)"
docs/archive/prompt-versions/v24.md,False,0,"missing alias for def: this keyword is replaced by long natural phrase | original keyword used: if | missing alias for return: this keyword is replaced by long natural phrase | original keyword used: return | missing alias for in: follow renamed symbol exactly and continue | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v25.md,False,0,"missing alias for def: apply this mapped token before generating code | original keyword used: def | missing alias for if: apply this mapped token before generating code | original keyword used: if | missing alias for return: do not trust default python keyword prior | original keyword used: return | missing alias for in: apply this mapped token before generating code | python parse failed after normalization: cannot assign to function call (<unknown>, line 1)"
docs/archive/prompt-versions/v26.md,False,0,missing alias for def: this keyword is replaced by long natural phrase | original keyword used: def | missing alias for if: convert this phrase back to python reserved token | original keyword used: if | missing alias for return: loop | original keyword used: return | missing alias for for: this keyword is replaced by long natural phrase | original keyword used: for | missing alias for in: convert this phrase back to python reserved token | original keyword used: in
docs/archive/prompt-versions/v27.md,False,0,"missing alias for for: follow renamed symbol exactly and continue | original keyword used: for | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 2)"
docs/archive/prompt-versions/v28.md,False,0,"missing alias for return: no, use exact python original grammer | original keyword used: return | original keyword used: for | python parse failed after normalization: invalid syntax (<unknown>, line 3)"
docs/archive/prompt-versions/v29.md,False,0,"missing alias for return: apply this mapped token before generating code | original keyword used: return | missing alias for for: apply this mapped token before generating code | original keyword used: for | missing alias for in: apply this mapped token before generating code | original keyword used: in | python parse failed after normalization: expected '(' (<unknown>, line 3)"
docs/archive/prompt-versions/v30.md,False,70,"original keyword used: return | original keyword used: for | missing loop: for i in range(7): print(i, fib(i))"
docs/archive/prompt-versions/v31.md,False,0,"missing alias for def: no, use exact python original grammer | original keyword used: def | missing alias for return: for | original keyword used: return | missing alias for in: use this token exactly for keyword mapping | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 6)"
docs/archive/prompt-versions/v32.md,False,0,"original keyword used: for | missing alias for in: no, use exact python original grammer | python parse failed after normalization: cannot assign to expression (<unknown>, line 4)"
docs/archive/prompt-versions/v33.md,False,0,"original keyword used: def | original keyword used: if | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v34.md,False,0,"original keyword used: if | missing alias for return: no, use exact python original grammer | original keyword used: return | missing alias for in: no, use exact python original grammer | original keyword used: in | python parse failed after normalization: expected ':' (<unknown>, line 2)"
docs/archive/prompt-versions/v35.md,False,0,"original keyword used: return | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v36.md,False,0,"original keyword used: if | missing alias for return: keep this long alias while preserving python grammar | original keyword used: return | original keyword used: for | missing alias for in: do not trust default python keyword prior | original keyword used: in | python parse failed after normalization: expected ':' (<unknown>, line 2)"
docs/archive/prompt-versions/v37.md,False,0,"missing alias for def: follow renamed symbol exactly and continue | original keyword used: for | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v38.md,False,0,"missing alias for def: follow renamed symbol exactly and continue | original keyword used: return | original keyword used: for | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v39.md,False,0,"missing alias for def: this keyword is replaced by long natural phrase | missing alias for return: this keyword is replaced by long natural phrase | original keyword used: return | original keyword used: for | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v40.md,False,0,"original keyword used: for | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v41.md,False,0,"missing alias for def: use this token exactly for keyword mapping | missing alias for for: keep this long alias while preserving python grammar | original keyword used: for | missing alias for in: use this token exactly for keyword mapping | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v42.md,False,0,"missing alias for in: if | original keyword used: in | python parse failed after normalization: expected '(' (<unknown>, line 6)"
docs/archive/prompt-versions/v43.md,False,0,"original keyword used: return | original keyword used: for | missing alias for in: use this token exactly for keyword mapping | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 2)"
docs/archive/prompt-versions/v44.md,False,0,"missing alias for if: return | original keyword used: if | missing alias for for: convert this phrase back to python reserved token | original keyword used: for | missing alias for in: no, use exact python original grammer | python parse failed after normalization: invalid syntax (<unknown>, line 7)"
docs/archive/prompt-versions/v45.md,False,0,"missing alias for if: follow renamed symbol exactly and continue | original keyword used: if | missing alias for in: follow renamed symbol exactly and continue | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v46.md,False,0,"missing alias for def: if | missing alias for return: follow renamed symbol exactly and continue | missing alias for for: no, use exact python original grammer | original keyword used: for | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v47.md,False,0,"original keyword used: def | missing alias for if: convert this phrase back to python reserved token | original keyword used: if | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v48.md,False,80,"original keyword used: if | missing loop: for i in range(7): print(i, fib(i))"
docs/archive/prompt-versions/v49.md,False,0,"missing alias for def: use this token exactly for keyword mapping | original keyword used: def | missing alias for if: do not trust default python keyword prior | original keyword used: if | original keyword used: return | missing alias for for: convert this phrase back to python reserved token | original keyword used: for | missing alias for in: strictly follow this alias phrase for compilation | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 7)"
docs/archive/prompt-versions/v50.md,False,0,"original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v51.md,False,0,"missing alias for def: no, use exact python original grammer | original keyword used: def | missing alias for if: convert this phrase back to python reserved token | original keyword used: if | missing alias for in: follow renamed symbol exactly and continue | python parse failed after normalization: cannot assign to function call (<unknown>, line 1)"
docs/archive/prompt-versions/v52.md,False,0,"missing alias for return: follow renamed symbol exactly and continue | original keyword used: return | missing alias for for: use this token exactly for keyword mapping | original keyword used: for | missing alias for in: follow renamed symbol exactly and continue | original keyword used: in | python parse failed after normalization: expected 'else' after 'if' expression (<unknown>, line 2)"
docs/archive/prompt-versions/v53.md,False,0,"original keyword used: if | python parse failed after normalization: invalid syntax (<unknown>, line 6)"
docs/archive/prompt-versions/v54.md,False,0,"missing alias for return: use this custom marker in place of original token | original keyword used: return | missing alias for for: use this custom marker in place of original token | original keyword used: for | python parse failed after normalization: expected '(' (<unknown>, line 6)"
docs/archive/prompt-versions/v55.md,False,0,"original keyword used: if | missing alias for return: keep this long alias while preserving python grammar | original keyword used: return | missing alias for for: apply this mapped token before generating code | original keyword used: for | missing alias for in: apply this mapped token before generating code | original keyword used: in | python parse failed after normalization: expected ':' (<unknown>, line 2)"
docs/archive/prompt-versions/v56.md,False,0,"original keyword used: if | original keyword used: for | missing alias for in: no, use exact python original grammer | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v57.md,False,0,"original keyword used: for | missing alias for in: convert this phrase back to python reserved token | python parse failed after normalization: expected '(' (<unknown>, line 2)"
docs/archive/prompt-versions/v58.md,False,0,"missing alias for if: return | missing alias for return: no, use exact python original grammer | missing alias for for: do not trust default python keyword prior | python parse failed after normalization: invalid syntax (<unknown>, line 2)"
docs/archive/prompt-versions/v59.md,False,0,"missing alias for def: for | missing alias for if: follow renamed symbol exactly and continue | original keyword used: if | original keyword used: return | python parse failed after normalization: expected '(' (<unknown>, line 2)"
docs/archive/prompt-versions/v60.md,False,0,"missing alias for def: keep this long alias while preserving python grammar | original keyword used: for | missing alias for in: follow renamed symbol exactly and continue | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v61.md,False,0,"missing alias for if: use this custom marker in place of original token | original keyword used: if | missing alias for in: no, use exact python original grammer | python parse failed after normalization: invalid syntax (<unknown>, line 2)"
docs/archive/prompt-versions/v62.md,False,0,"original keyword used: if | original keyword used: return | missing alias for for: convert this phrase back to python reserved token | original keyword used: for | missing alias for in: this keyword is replaced by long natural phrase | original keyword used: in | python parse failed after normalization: expected ':' (<unknown>, line 3)"
docs/archive/prompt-versions/v63.md,False,0,"original keyword used: return | missing alias for for: follow renamed symbol exactly and continue | missing alias for in: keep this long alias while preserving python grammar | python parse failed after normalization: invalid syntax (<unknown>, line 2)"
docs/archive/prompt-versions/v64.md,False,0,"missing alias for if: keep this long alias while preserving python grammar | original keyword used: if | python parse failed after normalization: expected '(' (<unknown>, line 2)"
docs/archive/prompt-versions/v65.md,False,0,"missing alias for if: no, use exact python original grammer | original keyword used: for | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 2)"
docs/archive/prompt-versions/v66.md,False,0,"missing alias for return: no, use exact python original grammer | python parse failed after normalization: expected '(' (<unknown>, line 2)"
docs/archive/prompt-versions/v67.md,False,0,"missing alias for def: use this token exactly for keyword mapping | original keyword used: def | original keyword used: if | original keyword used: for | missing alias for in: keep this long alias while preserving python grammar | original keyword used: in | python parse failed after normalization: cannot assign to function call (<unknown>, line 1)"
docs/archive/prompt-versions/v68.md,False,0,"missing alias for if: no, use exact python original grammer | original keyword used: if | missing alias for return: keep this long alias while preserving python grammar | missing alias for in: convert this phrase back to python reserved token | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 2)"
docs/archive/prompt-versions/v69.md,False,60,"missing alias for if: keep this long alias while preserving python grammar | original keyword used: if | original keyword used: for | missing loop: for i in range(7): print(i, fib(i))"
docs/archive/prompt-versions/v70.md,False,70,original keyword used: for | missing alias for in: convert this phrase back to python reserved token | original keyword used: in
docs/archive/prompt-versions/v71.md,False,0,"missing alias for return: this keyword is replaced by long natural phrase | missing alias for for: no, use exact python original grammer | original keyword used: for | missing alias for in: keep this long alias while preserving python grammar | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 3)"
docs/archive/prompt-versions/v72.md,False,0,"original keyword used: def | missing alias for if: use this custom marker in place of original token | original keyword used: if | missing alias for in: do not trust default python keyword prior | python parse failed after normalization: expected '(' (<unknown>, line 7)"
docs/archive/prompt-versions/v73.md,False,0,"original keyword used: if | missing alias for return: no, use exact python original grammer | python parse failed after normalization: invalid syntax (<unknown>, line 3)"
docs/archive/prompt-versions/v74.md,False,0,"original keyword used: return | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 4)"
docs/archive/prompt-versions/v75.md,False,0,"missing alias for def: use this token exactly for keyword mapping | original keyword used: def | original keyword used: return | missing alias for in: convert this phrase back to python reserved token | python parse failed after normalization: invalid syntax (<unknown>, line 6)"
docs/archive/prompt-versions/v76.md,False,0,"missing alias for def: if | missing alias for in: use this token exactly for keyword mapping | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 2)"
docs/archive/prompt-versions/v77.md,False,0,"original keyword used: def | original keyword used: for | missing alias for in: convert this phrase back to python reserved token | python parse failed after normalization: invalid syntax (<unknown>, line 4)"
docs/archive/prompt-versions/v78.md,False,0,"missing alias for return: follow renamed symbol exactly and continue | missing alias for in: do not trust default python keyword prior | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 3)"
docs/archive/prompt-versions/v79.md,False,0,"missing alias for def: no, use exact python original grammer | original keyword used: def | missing alias for if: follow renamed symbol exactly and continue | original keyword used: if | missing alias for return: apply this mapped token before generating code | original keyword used: return | missing alias for in: convert this phrase back to python reserved token | python parse failed after normalization: cannot assign to function call (<unknown>, line 1)"
docs/archive/prompt-versions/v80.md,False,0,"missing alias for if: do not trust default python keyword prior | missing alias for return: use this token exactly for keyword mapping | missing alias for for: return | original keyword used: for | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v81.md,False,0,"original keyword used: def | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v82.md,False,0,"missing alias for in: strictly follow this alias phrase for compilation | python parse failed after normalization: cannot assign to function call (<unknown>, line 1)"
docs/archive/prompt-versions/v83.md,False,0,"missing alias for if: for | original keyword used: if | missing alias for in: no, use exact python original grammer | python parse failed after normalization: expected 'else' after 'if' expression (<unknown>, line 2)"
docs/archive/prompt-versions/v84.md,False,40,"original keyword used: def | original keyword used: for | missing alias for in: convert this phrase back to python reserved token | original keyword used: in | missing function fib | missing loop: for i in range(7): print(i, fib(i))"
docs/archive/prompt-versions/v85.md,False,0,"missing alias for if: follow renamed symbol exactly and continue | missing alias for in: follow renamed symbol exactly and continue | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 2)"
docs/archive/prompt-versions/v86.md,False,0,"original keyword used: return | original keyword used: for | original keyword used: in | python parse failed after normalization: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 6)"
docs/archive/prompt-versions/v87.md,False,0,"missing alias for if: this keyword is replaced by long natural phrase | original keyword used: if | missing alias for for: use this custom marker in place of original token | original keyword used: for | missing alias for in: keep this long alias while preserving python grammar | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 7)"
docs/archive/prompt-versions/v88.md,False,0,"missing alias for def: if | original keyword used: def | python parse failed after normalization: invalid syntax (<unknown>, line 6)"
docs/archive/prompt-versions/v89.md,False,0,"python parse failed after normalization: expected '(' (<unknown>, line 6)"
docs/archive/prompt-versions/v90.md,False,0,"missing alias for if: this keyword is replaced by long natural phrase | original keyword used: if | original keyword used: return | missing alias for in: use this token exactly for keyword mapping | original keyword used: in | python parse failed after normalization: expected 'else' after 'if' expression (<unknown>, line 2)"
docs/archive/prompt-versions/v91.md,False,0,"missing alias for def: use this token exactly for keyword mapping | original keyword used: def | original keyword used: for | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v92.md,False,0,"missing alias for if: no, use exact python original grammer | original keyword used: for | missing alias for in: no, use exact python original grammer | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 2)"
docs/archive/prompt-versions/v93.md,False,0,"original keyword used: if | missing alias for in: follow renamed symbol exactly and continue | original keyword used: in | python parse failed after normalization: expected '(' (<unknown>, line 2)"
docs/archive/prompt-versions/v94.md,False,0,"original keyword used: return | missing alias for in: follow renamed symbol exactly and continue | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v95.md,False,0,"original keyword used: return | missing alias for for: strictly follow this alias phrase for compilation | original keyword used: for | missing alias for in: use this token exactly for keyword mapping | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 2)"
docs/archive/prompt-versions/v96.md,False,0,"original keyword used: return | python parse failed after normalization: unmatched ')' (<unknown>, line 4)"
docs/archive/prompt-versions/v97.md,False,0,"missing alias for if: keep this long alias while preserving python grammar | original keyword used: if | original keyword used: for | missing alias for in: use this token exactly for keyword mapping | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 2)"
docs/archive/prompt-versions/v98.md,False,50,original keyword used: def | original keyword used: return | missing alias for in: keep this long alias while preserving python grammar | original keyword used: in | missing function fib
docs/archive/prompt-versions/v99.md,False,0,"missing alias for def: use this token exactly for keyword mapping | original keyword used: def | missing alias for for: if | original keyword used: for | missing alias for in: keep this long alias while preserving python grammar | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 6)"
docs/archive/prompt-versions/v100.md,False,0,"missing alias for if: do not trust default python keyword prior | original keyword used: if | missing alias for for: follow renamed symbol exactly and continue | original keyword used: for | missing alias for in: no, use exact python original grammer | python parse failed after normalization: invalid syntax (<unknown>, line 2)"
docs/archive/prompt-versions/v101.md,False,0,"missing alias for if: use this token exactly for keyword mapping | original keyword used: if | missing alias for in: convert this phrase back to python reserved token | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 2)"
docs/archive/prompt-versions/v102.md,False,0,"original keyword used: if | original keyword used: return | missing alias for for: this keyword is replaced by long natural phrase | original keyword used: for | missing alias for in: use this token exactly for keyword mapping | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 2)"
docs/archive/prompt-versions/v103.md,False,0,"missing alias for def: use this token exactly for keyword mapping | original keyword used: def | original keyword used: if | original keyword used: return | missing alias for for: strictly follow this alias phrase for compilation | original keyword used: for | missing alias for in: keep this long alias while preserving python grammar | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v104.md,False,0,"original keyword used: if | original keyword used: for | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 4)"
docs/archive/prompt-versions/v105.md,False,0,"missing alias for if: no, use exact python original grammer | missing alias for in: convert this phrase back to python reserved token | python parse failed after normalization: cannot assign to function call (<unknown>, line 1)"
docs/archive/prompt-versions/v106.md,False,0,"missing alias for def: keep this long alias while preserving python grammar | missing alias for in: this keyword is replaced by long natural phrase | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v107.md,False,0,"original keyword used: if | missing alias for for: use this custom marker in place of original token | original keyword used: for | python parse failed after normalization: invalid syntax (<unknown>, line 2)"
docs/archive/prompt-versions/v108.md,False,0,"original keyword used: for | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v109.md,False,0,"missing alias for if: return | original keyword used: for | python parse failed after normalization: invalid syntax (<unknown>, line 2)"
docs/archive/prompt-versions/v110.md,False,0,"original keyword used: for | python parse failed after normalization: invalid syntax (<unknown>, line 6)"
docs/archive/prompt-versions/v111.md,False,0,"missing alias for def: use this token exactly for keyword mapping | original keyword used: def | missing alias for if: apply this mapped token before generating code | missing alias for for: strictly follow this alias phrase for compilation | missing alias for in: this keyword is replaced by long natural phrase | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v112.md,False,0,"missing alias for def: apply this mapped token before generating code | missing alias for if: def | original keyword used: if | missing alias for return: use this token exactly for keyword mapping | original keyword used: return | original keyword used: for | missing alias for in: no, use exact python original grammer | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v113.md,False,0,"missing alias for def: this keyword is replaced by long natural phrase | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v114.md,False,0,"missing alias for return: keep this long alias while preserving python grammar | missing alias for in: use this custom marker in place of original token | original keyword used: in | python parse failed after normalization: expected '(' (<unknown>, line 2)"
docs/archive/prompt-versions/v115.md,False,0,"missing alias for def: if | original keyword used: return | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v116.md,False,0,"original keyword used: return | missing alias for for: no, use exact python original grammer | original keyword used: for | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v117.md,False,0,"missing alias for return: def | original keyword used: return | original keyword used: for | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v118.md,False,0,"missing alias for def: apply this mapped token before generating code | missing alias for for: no, use exact python original grammer | original keyword used: for | missing alias for in: use this custom marker in place of original token | original keyword used: in | python parse failed after normalization: invalid syntax (<unknown>, line 1)"
docs/archive/prompt-versions/v119.md,False,0,"original keyword used: if | missing alias for return: this keyword is replaced by long natural phrase | original keyword used: return | missing alias for for: this keyword is replaced by long natural phrase | original keyword used: for | python parse failed after normalization: expected 'else' after 'if' expression (<unknown>, line 6)"
docs/archive/prompt-versions/v120.md,False,0,"missing alias for if: convert this phrase back to python reserved token | missing alias for for: convert this phrase back to python reserved token | original keyword used: for | python parse failed after normalization: invalid syntax (<unknown>, line 2)"
